"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G0700796","Research Grant","Spin Outs","University of Oxford","RDM Cardiovascular Medicine","Neubauer","Stefan","","Perspectum Diagnostics","The company has been set-up to rapidly translate liver imaging techniques designed in the university into clinical products used on patients.
To date the company has been capitalised via the private sector and has won a Technology Strategy Board grant.","2012","In March 2014 Perspectum won a Technology Strategy Board grant valued at around &pound;1.2M. In march 2015, Perspectum won a contract with Galectin Therapeutics as part of their phase 2 trial. In June 2015, Perspectum achieved ISO 9001 In July 2015, Perspectum won a Horizon 2020 phase 1 grant to develop their products for children and adolescents with chronic liver disease. In Nov 2015, Perspectum added FDA clearance to its CE-marked product which allows it to sell into the important US clinical market.","http://perspectum-diagnostics.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=JASG3YvEhWB&grantRef=G0700796","http://gtr.rcuk.ac.uk:80/projects?ref=G0700796","A7F63513-E4BF-4BCD-9160-F28708A31A66","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","0CBFC0BD-6325-4615-98E8-16E9C4E68F15"
"BBSRC","BB/L013762/1","Research Grant","Spin Outs","University of Manchester","Chemistry","Flitsch","Sabine","","Bio-Shape Ltd.","Complex biomolecules such as proteins, carbohydrates and their conjugates are increasingly used as products in Biotechnology. Examples are: biopharmaceuticals such as anti-cancer therapies, heparin, vaccines, human hormones such as EPO; food such as nutraceuticals, betaglucans fructooligosaccahrides (FOS), human milk oligosaccharides for baby milk formula and pre/pro-biotics; materials from cellulose. Because these biomolecules are isolated from nature or obtained as waste products from bioprocessing they are often complex mixtures, which are difficult to analyse. Existing technology does not provide the level of detail and confidence required. Bio-Shape has&nbsp;developed cutting edge technology that allows us to analyse biomolecules and their behaviours under stresses, in exquisite unprecedented detail and very quickly. We use a technique called ion-mobility spectrometry to separate molecules not only based on the size but also subtle differences in their shape. We couple this with powerful mass spectrometry techniques to obtain the unprecedented exquisite detail. As an example, we are the only commercial company to offer the analysis of carbohydrate linkages a/ß as a physical measurement therefore providing confidence in the results. Bio-Shape technology will reduce R&amp;D development timelines by 5-24 months, extend patent life and bring more effective, highly selective products to patients faster. We will help industries to find added value products and intermediates from their waste streams and help companies to bring more well-defined products to market faster. We stay at the forefront in method and instrument development through research grant awards and close collaboration with instrument providers. This ensures that we have the most novel and powerful techniques available. We work closely with our customers to deliver fit-for-purpose solutions with clear and concise reports.","2015","Too early to comment.","http://www.bio-shape.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dec02c7b4307.82107349&grantRef=BB%2FL013762%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/L013762/1","98127138-4776-478E-88F5-FD56564B3A54","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","7C78D0B9-0903-404D-80BC-3BF338368152"
"MRC","MC_U105184322","Intramural","Spin Outs","MRC Laboratory of Molecular Biology",,"Henderson","Richard","","Heptares Therapeutics Ltd","Several patents have been filed for a variety of ideas centred on the conformational thermostabilisation of membrane proteins. These have all been exclusively assigned to Heptares Therapeutics Limited.; www.heptares.com","2007","Heptares Therapeutics is a drug discovery company focused on novel small-molecule drugs targeting G-protein-coupled receptors (GPCRs), the largest family of druggable targets. The Company has developed a unique, transformational and proprietary technology for making purified, stabilised and functional GPCRs (known as StaRs™, Stabilised Receptors), overcoming a major limiting factor to the development of new drugs targeting this group. The company received seed funding from the venture capital firm MVM Life Sciences Partners LLP of some &pound;2.2 million. In 2009, it raised a further &pound;21 million (US$30 million) of equity finance in a successful Series A private round from three blue-chip international venture capital firms. Clarus Ventures led the syndicate, which includes the founding investor, MVM Life Science Partners, and the Novartis Option Fund.","http://www.heptares.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=130D8588A56&grantRef=MC_U105184322","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105184322","3F219DD4-095E-4B6C-9AB8-EDCD3E663BB1","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","F3EF77A5-CE6F-4DEF-B6A1-03FED83721B9"
"EPSRC","EP/H046380/1","Research Grant","Spin Outs","Imperial College London","Dept of Chemistry","Williams","Charlotte","","econic technologies","see company website for more information: http://www.econic-technologies.com/
polymers from CO2","2011","see website","http://www.econic-technologies.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5463427046d250.20957561&grantRef=EP%2FH046380%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H046380/1","80CC17FB-725B-42AC-B6B0-5740183BD21F","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","92B64E72-A0B4-41B8-A981-67E32B92BF7D"
"EPSRC","EP/G012172/1","Research Grant","Spin Outs","University of Leeds","Mechanical Engineering","Fisher","John","","Tissue Regenix","Developemnt and manufacture of Regenerative Biological Scaffolds for tissue repair in vascular, cardiovascular and musculoskeletal systems","2007","aim listed d raised &pound;0m investment value &pound;150m 4 clinical products",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=m-5370627171.7051311331575e&grantRef=EP%2FG012172%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G012172/1","D5C69950-3EA3-4AB2-BCDD-403C160279F2","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/J01544X/1","Research Grant","Spin Outs","School of Pharmacy","Pharmaceutical and Biological Chem","Hilton","Stephen","","3Dsynthesis Limited","The company focuses on chemical catalysis with advanced devices prepared via 3D printing and catalyst incorporation","2015","Publications and patents are pending","http://www.3dsynthesis.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dd7f248cc9a3.54570150&grantRef=EP%2FJ01544X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J01544X/1","AAFAFF6A-C864-4E9B-B021-4827566DE4FB","798CB33D-C79E-4578-83F2-72606407192C","FAD72F10-05DD-4B4D-89F4-0475C2A79E10","2D5A4847-BE0E-4A4B-9CE9-F94F9F2D3330"
"AHRC","AH/J005150/1","Research Grant","Spin Outs","Lancaster University","Lancaster Inst for the Contemporary Arts","Cooper OBE","Rachel","","Red Ninja","Red Ninja is a Liverpool-based design-led technology company, who collaborated on the Open Planning project with Liverpool University academics, Liverpool City Council and two Creative Exchange doctoral researchers.","2011","When they started working with Creative Exchange they were, in their own words, 'a bootstrapped tech start up with 3 staff and little track record of working directly with local authorities and universities'. Not only did the Open Planning project develop an innovative app for new perspectives on engaging with the urban planning process, it caused significant shifts in the business practices of Red Ninja and their approach to collaborative work. Lee Omar, the CEO, describes the impact on the company as follows: Having direct access to work with a local authority in a paid capacity gave us confidence and credibility, which enabled us to design and develop a solution that enables more visibility for citizens living in urban environments. The Creative Exchange process was fantastic for us as we invested much more of our own time into the project to enable us to produce IP that we could commercialise. The learning of working with the city data sets as part of the Creative Exchange has enabled us to design and develop commercial products with a multinational energy company on a smart energy platform that will enable sustainable urban developments. Commercially this was valuable to us and is worth ten times the financial reward than the Creative Exchange project. This validates the extra work we did on the Creative Exchange project. Since engaging with Creative Exchange, Red Ninja employs five times as many staff and their turnover has increased six fold. The company is also continuing the collaborative approach to work, sponsoring a programme of PhD students embedded within their practices and developing their own research arm. Additionally, as a direct result of things learned from the Open Planning project, Creative Exchange is funding a new twelve-month collaboration to develop a new platform by which public data (such as that held by city councils) can be held and provided back to relevant parties in a way that can be truly open and beneficial. It will involve working with current data handling companies to develop a new system, with the aim of scaling it across the country. It will initially be trialled in three cities: Manchester, Lancaster and Liverpool.","http://www.redninja.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=57305c51a1a145.73099249&grantRef=AH%2FJ005150%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/J005150/1","8D6A32E4-3CED-4B0D-A347-3519BD1B3376","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","44160F04-5CBF-4E8E-A6C6-C0EF61A5865C","C8DB7FEF-A19A-4B3A-BCFA-CCD37A2B2445"
"MRC","G0801924","Research Grant","Spin Outs","University of Edinburgh","MRC Centre for Inflammation Research","Anderton","Steve","","Aquila Biomedical Ltd","Small CRO offering access to model of action modelling across a range of disease areas.
www.Aquila-bm.com","2011","Too early","http://www.aquila-bm.com/index.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=UmFhad4HNCk&grantRef=G0801924","http://gtr.rcuk.ac.uk:80/projects?ref=G0801924","73A583C3-9FD7-43D3-B840-492A3037E4F1","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","FDF8C76C-8825-40D1-BBD6-BFBDF5E5555C"
"STFC","GRIDPP","Intramural","Spin Outs","University of Oxford",,"Gronbech","Peter Duncan","","Imense and Cambridge-Ontology (Cambridge)","&quot;imense&Acirc;&reg; makes cutting-edge products which revolutionize the analysis, search and annotation of digital images and video.

Founded in 2007, the company&acirc;€™s vision was to combine over a decade of research and development in content based image recognition (CBIR) to produce an image search system that didn&acirc;€™t rely on keywords or metadata. In 2008 we launched the World&acirc;€™s first Web 3.0 image search platform, the system revolutionized previous image analysis and search techniques. Using this unique technology, users are able to type text queries into the search engine and get precise results irrespective of whether the images had keywords or metadata. 

&quot;","2007","Subsequently, using our core technology we derived a portfolio of unique and innovative products and services for Photographers; Image Agencies; Search Engines and Digital Asset Management providers. Our unique products help clients remove much of the effort of manual keywording of images, which accelerates productivity and dramatically lowers their operational costs. In addition, they enable faster and more accurate retrieval of images and video, helping clients retain and attract new customers. ",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=hWrEopU3CXr&grantRef=GRIDPP","http://gtr.rcuk.ac.uk:80/projects?ref=GRIDPP","57DD2BB9-F687-4873-BBCC-5FEB2143F670","D7F4F462-0518-4784-908A-D12633C139B3","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","6CF628AF-B23A-46B3-998B-5813B5DFFD23"
"EPSRC","EP/H028064/1","Fellowship","Spin Outs","MRC Centre Cambridge","LMB Structural Studies","Colwell","Lucy","","Aptamex Limited","Aptamex Limited is a company that develops biological sequence informatics tools and pipelines.","2015","Not yet available",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56ddc0fe83d547.40577762&grantRef=EP%2FH028064%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H028064/1","D96BFF00-F580-4FC1-AC93-49CE17B2C5C3","798CB33D-C79E-4578-83F2-72606407192C","C514A3A9-E140-4888-AFB2-5814D127FD79","4AB1A07E-86B0-430D-B819-3C405AD7BCAC"
"EPSRC","EP/H029591/1","Research Grant","Spin Outs","University of Exeter","Biosciences","Shaw","Andrew","","Attomarker Ltd","Attomarker is developing the array reader technology for commercialsiation and has currently had to small funding rounds and is seeking a larger funding round, The company is exploring application in the fields of point-of-care testing and providing services for the immunotherapy markets.","2007","Employment in the local economy.","http://www.attomarker.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5469fae3e8bfa2.21855370&grantRef=EP%2FH029591%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H029591/1","1E160D67-19CC-410C-8C06-48343DFEC8A5","798CB33D-C79E-4578-83F2-72606407192C","961756BF-E31F-4A13-836F-0A09BA02385C","2ED0FAEB-01AE-4581-8102-465669DCE02A"
"EPSRC","EP/L010372/1","Research Grant","Spin Outs","Swansea University","School of Engineering","Worsley","David","","SPECIFIC Innovations Ltd","A special purpose vehicle set up to facilitate and expedite the commercialisation of innovations arising from the SPECIFIC IKC and affiliated projects/programmes whilst mitigating risk for Swansea University.","2014","One technology licence has been granted to a commercial third party.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e18de9d13bc2.17294528&grantRef=EP%2FL010372%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L010372/1","9AD93CF0-972B-4DBE-8360-503F9BB990F2","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","C5DFC3E9-D195-464E-89B8-DD07CEB1D045"
"EPSRC","EP/L015188/1","Fellowship","Spin Outs","University of Manchester","Engineering and Physical Sciences","Jones","John","http://orcid.org/0000-0002-2310-0800","Dynamic Vision Systems","Spinout company with license to IPR from University of Manchester.","2015","Novel contact lens system developed enabling the correction of presbyopia for the ageing population.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56cdcbcc65c244.52047145&grantRef=EP%2FL015188%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L015188/1","4BC5E6C3-CC57-4A77-9C7B-5AB430786F30","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","AB4FE60D-2591-41EE-8F32-ABC67B85AEB8"
