"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G0801171","Research Grant","Products Interventions & Clinical Trials","University of Glasgow","School of Life Sciences","MacLean","Margaret","","5HT1B antagonists","Therapeutic Intervention - Drug","Initial development","",,"2012","Actively seeking support","Via two BBSRC Follow on Funs with Robert Glen, Cambridge have designed novel 5HT1B antagonists.","Novel 5HT1B antagonists may be used for pulmonary hypertension and angina",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=m46KS196Bv1&grantRef=G0801171","http://gtr.rcuk.ac.uk:80/projects?ref=G0801171","DF802E7E-DA7B-495D-B64F-FEF62B488A47","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","8516914A-E800-4912-8655-0000B0B08CAB"
"MRC","G0900886","Research Grant","Products Interventions & Clinical Trials","Newcastle University","Research and Enterprise Services","Catt","Michael","","CWA","Support Tool - For Fundamental Research","Refinement.  Clinical","",,"2010","Under active development/distribution","Open Source triaxial accelerometer for high resolution, continuous human movement monoioring. Measures are relevant for physical activity, sleep and functional assessment in clinical studies.
Two differently focused devices (1) Newcastle: EPSRC funded with Newcastle SiDE project, (2) with MRC public health laboratory in Cambridge.","Applied in Newcastle 85+ study and now in collaborative studies with Dr. Mike Trenell. Recent PhD funding for use in stroke, NAFLD.
Cambridge collaboration unit under consideration for use in UK Biobank. Low cost and open source nature is catalysing consideration for population studies and intervention development.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=DsD3bLMS5UP&grantRef=G0900886","http://gtr.rcuk.ac.uk:80/projects?ref=G0900886","C67C050F-0818-4014-9DF9-DF2EA9F7A293","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","FFF4F541-BCC1-4A47-8D40-17B9ACF871CC"
"MRC","MC_PC_12033","Intramural","Products Interventions & Clinical Trials","Imperial College London",,"Alton","Eric","","A non-viral gene therapy for cystic fibrosis consisting of CFTR-encoding plasmid complexed with GL67A lipid carrier","Therapeutic Intervention - Cellular and gene therapies","Early clinical assessment","Yes","71164341","2014","Actively seeking support","A non-viral gene therapy for cystic fibrosis consisting of CFTR-encoding plasmid complexed with GL67A lipid carrier, recently completed a phase IIb double-blind, placebo controlled clinical trial. To date the principle sources of funding have been from the CF Trust and NIHR EME.","In addition to the completion of the Phase IIb clinical trial in 2014, Orphan Drug Designation was granted in Europe and US in 2014 for the product. A patent claiming the CpG free promoter/enhancer driving transgene expression has also been granted in Europe and US.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5460b725600877.40076866&grantRef=MC_PC_12033","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12033","05469409-5174-4A95-90AB-E271AE9A2AAE","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","34D3D542-EE34-47C2-B114-637F9B78F83C"
"MRC","MR/M007340/1","Research Grant","Products Interventions & Clinical Trials","Stellenbosch University","Dept of Paediatrics and Child Health","Hesseling","Anneke","","Levofloxacin paediatric formulation","Therapeutic Intervention - Drug","Refinement.  Clinical","",,"2015","Under active development/distribution","A 100 mg scored dispersible formulation has been developed; a limited bio-equivalence study has been completed in adults. A full investigational medicinal product dossier has been developed by McCleods for MCC submission in South Africa. paediatric dispersible tablet developed. It is envisaged that data from our trial will support in-country drug registration and eventually, marketing and wide -spread access.","This trial product is anticipated to also be licensed and marketed in South Africa and elsewhere, for the treatment and prevention of MDR-TB in children. Currently, children with MDR-TB (disease) routinely receive levofloxacin, but using the unchildfriendly adult formulation which is not palatable, dispersible or scored",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56debc7f3639c8.98014412&grantRef=MR%2FM007340%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/M007340/1","E3F1361F-AA7B-48FB-9EDE-E572E3B56D6F","C008C651-F5B0-4859-A334-5F574AB6B57C","54F9413B-19F2-46DE-AFD4-245E4FB19B79","634DEF0F-1BBA-47C8-976A-3556557CD261"
"ESRC","ES/G007462/1","Research Grant","Products Interventions & Clinical Trials","University of Cambridge","Institute of Public Health","Wareham","Nicholas","","GoActive","Preventative Intervention - Behavioural risk modification","Early clinical assessment","",,"2014","Under active development/distribution","GoActive is a secondary school-based physical activity intervention. GoActive has been designed for all students, including those who are not usually interested in sport. During GoActive, students are encouraged to try new activities by teachers and mentors from older years in the school. Students gain points for trying new activities and points are entered into a competition between classes.

The GoActive intervention was developed based on evidence and in collaboration with students and teacher. Successful feasibility and pilot testing was completed in 2014, and a fully powered cluster-randomised controlled trial is due to commence Sept 16.","26307618",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56cb029430c796.36974232&grantRef=ES%2FG007462%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/G007462/1","B84DBF24-E225-4A29-9812-C63830C9D89E","924BE15C-91F2-4AAD-941A-3F338324B6AE","D1774113-D5D2-4B7C-A412-66A90FE4B96F","161DE809-8AE4-4978-9F68-F106C8C63ED0"
"MRC","G0801462","Research Grant","Products Interventions & Clinical Trials","University of East Anglia","Norwich Medical School","Fraser","William","","Health Intervention","Therapeutic Intervention - Drug","Late clinical evaluation","",,"2016","Under active development/distribution","It has become clear from the biochemical measurements in this study that the clinical symptoms are often completely dissociated from the biochemical response and that intensive therapy as given within the Trial whilst markedly affecting biochemical outcomes has far less significance in clinical outcomes.","The requirement to give intensive costly bisphosphonate therapy of the sort used in this trial is now questioned. The follow up study PRISM EZ has indicated a lack of a benefit of zoledronate. A manuscript has been submitted outlining the lack of benefit of Intensive therapy in Paget's Disease and the detrimental effects of an approach guided solely by biochemical measurements..",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=gGifvTqtLrk&grantRef=G0801462","http://gtr.rcuk.ac.uk:80/projects?ref=G0801462","21944A42-46DA-49C7-92FE-D9F7153C00E3","C008C651-F5B0-4859-A334-5F574AB6B57C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3855689D-5CD4-48B8-BDD8-DECAC181082E"
"MRC","MC_U130059812","Intramural","Products Interventions & Clinical Trials","University of Glasgow",,"Bond","Lyndal","","INCLUSIVE","Preventative Intervention - Behavioural risk modification","Initial development","",,"2012","Closed","School-based intervention involving wchole school restorative practices and curriculum to reduce violence and bullying. Development draws on the Gatehouse Project develped and trialled in Australai","None to date",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=jFVu36kiHxq&grantRef=MC_U130059812","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U130059812","53A8D8C6-AA9E-4B69-B4AA-D57F2DC80C56","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","9F3C2874-3AFC-44B6-9E17-70868FA88135"
"MRC","MC_G0802536","Intramural","Products Interventions & Clinical Trials","Newcastle University",,"Turnbull","Doug","","Movement as Medicine","Therapeutic Intervention - Physical","Initial development","",,"2011","Under active development/distribution","The UK's first professional and patient development pathway for physical activity in the care of Type 2 diabetes.","not known",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=Mt2H7Ekjt5N&grantRef=MC_G0802536","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G0802536","A4C532D8-6E6C-41EA-91AF-F5656E5C1513","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","C727E2B0-A636-4F29-9D0B-6D423A91FE19"
"MRC","MR/L008890/1","Research Grant","Products Interventions & Clinical Trials","King's College London","Transplantation Immunology & Mucosal Bio","Sanchez-Fueyo","Alberto","","LIFT Clinical Trial: Liver Immunosuppression Free Trial","Diagnostic Tool - Non-Imaging","Late clinical evaluation","Yes",,"2016","Under active development/distribution","Development of a transcriptional test employing human liver tissue to identify liver transplant recipients who can safely discontinue immunosuppressive medication without undergoing rejection.","The diagnostic tool is currently being validated in a multi-centre international randomised controlled trial supported by NIHR-EME.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56df6ef912c9d3.31593602&grantRef=MR%2FL008890%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/L008890/1","28AD3E52-FB00-40C4-AC1D-EEAFADFCB355","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","8AE46C95-7B32-4581-8567-6859F1B2E1AB"
"MRC","G1000730","Research Grant","Products Interventions & Clinical Trials","University College London","Institute of Ophthalmology","Coffey","Peter","","hESC-derived RPE for the treatment of AMD","Therapeutic Intervention - Cellular and gene therapies","Early clinical assessment","Yes","NCT01469832","2013","Under active development/distribution","Human embryonic derived retinal pigmented cells for the treatment of age-related macular degeneration.","First clinical trial in UK of a human embryonic derived therapy.","http://clinicaltrials.gov/show/NCT01469832","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=UazrbZ61YC2&grantRef=G1000730","http://gtr.rcuk.ac.uk:80/projects?ref=G1000730","29220E17-1E2C-44C5-896A-E00B4A5A0AC7","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","577E7279-199B-44CC-BA86-6B3A5086F5FF"
"MRC","G0502133","Research Grant","Products Interventions & Clinical Trials","Institute of Cancer Research","Medicine","de Bono","Johann","","GDC0941","Therapeutic Intervention - Drug","Early clinical assessment","",,"2007","Under active development/distribution","Small molecule inhibitor of PIK3CA; now entering Phase II trials and Phase I combination trials. Our Phase I trial is ongoing.","This agent is one of the most promising new PIK3CA inhibitors.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=MeALN97mj9w&grantRef=G0502133","http://gtr.rcuk.ac.uk:80/projects?ref=G0502133","4E42DEF0-4331-42BD-A4E0-DD7ADFF35AE6","C008C651-F5B0-4859-A334-5F574AB6B57C","EE34007E-A8DD-4B0A-81BF-56D38AB47C32","1D20065C-DD9B-4CA9-8597-56BB5EE78FE0"
"MRC","MR/K007610/1","Research Grant","Products Interventions & Clinical Trials","University of Nottingham","School of Medicine","Sharkey","Don","","Capillary refill device","Diagnostic Tool - Non-Imaging","Early clinical assessment","Yes","17496","2014","Under active development/distribution","automated device for measuring capillary refill time in children. Currently undergoing proof of concept studies.","nil",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=545cd82bb741d7.31649810&grantRef=MR%2FK007610%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K007610/1","972A2257-06E1-4394-9293-CA5BEEB9CD87","C008C651-F5B0-4859-A334-5F574AB6B57C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","0DCAF0E6-2ED0-4890-9AB7-8DC21B5D920A"
"MRC","MR/J015377/1","Research Grant","Products Interventions & Clinical Trials","University of Aberdeen","School of Medical Sciences","Docherty","Kevin","","Stem Cell Therapy for Diabetes","Therapeutic Intervention - Cellular and gene therapies","Refinement.  Clinical","",,"2014","Actively seeking support","The product relates to a replenishable supply of islets from transplantation based on an allogeneic bank of cells generated from pancreatic MSCs.","Establishment of a consortium, IsletCTS aimed at taking this product into clinical trials.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5405850f6b1435.16128467&grantRef=MR%2FJ015377%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J015377/1","1E182810-0C62-45FF-9F19-CFD70E0B36A7","C008C651-F5B0-4859-A334-5F574AB6B57C","F7E13617-2678-475B-99E4-31479C92038D","02376792-95E4-40A0-972D-D48BA408985E"
"MRC","MC_U123160657","Intramural","Products Interventions & Clinical Trials","MRC Prion Unit",,"Collinge","John","","Blood Test for vCJD","Diagnostic Tool - Non-Imaging","Small-scale adoption","",,"2011","Under active development/distribution","A screening test that enables precise detection of vCJD infection.","A screening test that enables precise detection of vCJD infection.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=Y24yUUZXtFk&grantRef=MC_U123160657","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U123160657","F9737736-2A62-428B-844F-CB539678B189","C008C651-F5B0-4859-A334-5F574AB6B57C","C1ED9692-B6AE-4778-BF31-AE813E8E4415","0E953CEB-E92F-4800-AFDB-D7FB776FE5B5"
"MRC","MR/J012009/1","Research Grant","Products Interventions & Clinical Trials","University College London","Institute of Neurology","Joyce","Eileen","","Using deep brain stimulation to treat severe obsessvie compulsivre disorder","Therapeutic Intervention - Surgery","Early clinical assessment","Yes","UKCRN 13158","2016","Under active development/distribution","We are undertaking a small trial of DBS (N=6) comparing two brain targets; we aim to have recruited and collected all feasibility data by August 2016. MRC funding until August 2015. We are now self fuding to complete the study.","None yet - still under development","http://public.ukcrn.org.uk/Search/StudyDetail.aspx?StudyID=13158","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=TU1zVTLUfkt&grantRef=MR%2FJ012009%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J012009/1","30039075-A7E7-495B-B79F-EF456935AFC5","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","FF185439-DE7D-4F7E-8880-8662FBD1662A"
