"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/H027653/1","Research Grant","Intellectual Property","London South Bank University","Fac of Eng Science & Built Env","Saha","Basudeb","","A continuous process for the liquid phase ppoxidation of an olefinic compound with an oxidant","The patent concerns an innovative continuous clean olefins epoxidation process for the production of commercially important epoxides using polymer supported Mo(VI) catalysts. The work included both fundamental studies of the synthesis and characterisation of novel polymer-supported Mo(VI) complexes and engineering development of the reactive distillation column (RDC) for olefins epoxidation. A highly active, selective and long-lived heterogeneous polymer-supported alkene epoxidation catalyst has been selected that was initially developed for use in small-scale batch reactions. A continuous alkene epoxidation reactor (Reactive Distillation column - RDC) has been successfully designed, constructed and commissioned in our laboratory. We have developed a new rolled belt shaped catalyst packing material, which is suitable for use in the process of the present invention. The advantages of this packing are very efficient mass transfer between the liquid and vapour phases, low pressure drop, and high hydraulic capacity. We have confirmed the remarkable catalytic performance of this catalyst in continuous epoxidations of cyclohexene, limonene and alpha-pinene employing tert-butyl hydroperoxide (TBHP) as the oxidant. Very high conversion of TBHP to cyclohexene oxide (more than 98%) and 100% selectivity towards cyclohexene epoxide was achieved during epoxidation of cyclohexene in the RDC. This study confirmed that this new process is about 50% more energy efficient than the conventional processes.","Patent granted","Chinese Patent Number ZL201080044175.2","2015","No","The smaller integrated plant design leads to lower capital cost of new plant, and very importantly to lower recurrent costs in terms of energy and materials (water, steam, solvent etc.) costs. Overall therefore this new process provides many advantages to potential users: feedstock flexibility, atom efficiency, flexibility of scale of production, energy efficiency, reduced unit costs and improved profitability. Importantly as well, the new process makes a big impact on the environmental acceptability of epoxides production.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e07ea67a6a73.91531958&grantRef=EP%2FH027653%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H027653/1","9274F5A0-9016-4489-9AC6-1257502D2568","798CB33D-C79E-4578-83F2-72606407192C","FBA10D69-BE5C-42A8-9DCF-4214809173FB","32CE93E1-0371-460F-A5E6-B3F387C0A1C6"
"EPSRC","EP/K035274/1","Research Grant","Intellectual Property","Imperial College London","Dept of Chemistry","Shah","Nilay","","Method of synthesising polycarbonates in the presence of a bimetallic catalyst and a chain transfer agent","SEE TITLE","Patent application published","WO2013034750","","Yes","COMMERCIALLY SENSITIVE INFORMATION BUT LICENSED TO ECONIC TECHNOLOGIES",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=546340e15a2e91.77606867&grantRef=EP%2FK035274%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K035274/1","1847B988-0690-4E7C-8263-0F89CE8CFA93","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","B8277CE4-2ACC-473D-A5B0-5E15DFB615A6"
"EPSRC","EP/J010499/1","Research Grant","Intellectual Property","Imperial College London","Dept of Bioengineering","Overby","Darryl","","iPerfusion system","licensing of software for measuring microscale pressure/flow relationships in biological systems","Copyrighted (e.g. software)",,"2013","Yes","identification of physiological and pharmacological factors controlling outflow facility",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=iYYFQyuZpsx&grantRef=EP%2FJ010499%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J010499/1","7EFB38BA-0A0B-471B-B720-1A0CF826C7F2","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","1A598461-8B0E-4C02-AE62-B889D37ECAB8"
"EPSRC","EP/H029583/1","Research Grant","Intellectual Property","University of Leeds","Electronic and Electrical Engineering","Linfield","Edmund Harold","","GENERATING AND DETECTING RADIATION","XXXXXX","Patent application published","WO2011007185","2011","No","None",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5458afd051ab60.73231323&grantRef=EP%2FH029583%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H029583/1","D7E7A6C3-77B2-4E88-87A4-1421284AC0AE","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","057E59F2-BB63-495F-9B09-04CB83BCC50A"
"MRC","MR/J005207/1","Research Grant","Intellectual Property","University of the West of England","Faculty of Health and Life Sciences","Anderson","Elizabeth","","NAAT 2011 Reported_Tools/guidelines which may improve patient care or generate healthcare cost savings","A biosensor used in a rapid assay","Patent granted","   	WO/2010/015844","","Yes","development of a rapid assay platform",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5277edd5b342f&grantRef=MR%2FJ005207%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J005207/1","028A3CC5-A935-4D8D-A262-1F634A5F11F7","C008C651-F5B0-4859-A334-5F574AB6B57C","2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1","925F7AEB-0B08-4DBD-A35E-53508DE4BF57"
"MRC","G0900883","Research Grant","Intellectual Property","University of Oxford","RDM Cardiovascular Medicine","Robson","Matthew","","Medical Imaging","The present disclosure provides systems and methods which may assist in evaluating liver fibrosis/inflammation in the presence of elevated iron using magnetic resonance relaxometry. In a non-limiting embodiment, the systems and methods include: obtaining a measurement of relaxometry data of a subject's liver for extracellular fluid, preferably using a magnetic resonance imaging (MRI) device; determining an iron content for the liver; simulating a measurement of the subject's liver for extracellular fluid for the determined iron content; comparing the measurement of the subject's liver for extracellular fluid to the simulated measurement of the subject's liver for extracellular fluid; and determining from said comparison a value of extracellular fluid in the subject's liver based on a normal iron content for the liver. The simulation can include multi-compartment modeling of various fractions of extracellular fluid in the liver and the impact of iron content in the liver on both the intra- and extracellular relaxation times.","Patent application published","WO2014140635 A1","2012","Yes","This patent has allowed a company to spin off that uses this technology within a larger liver imaging project.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=k4GZXhMeUVE&grantRef=G0900883","http://gtr.rcuk.ac.uk:80/projects?ref=G0900883","1BE3AD85-36AD-494A-8203-1CD0523586CE","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","25BDB559-6247-41CA-AFB9-B58AACD944E0"
"EPSRC","EP/H029575/1","Research Grant","Intellectual Property","University of York","Chemistry","Duckett","S","","Hyperpolaritzation of compounds for NMR, in particular by means of PHIP","An NMR method is presented having enhanced sensitivity on a compound comprising hyperpolarizable nuclei, in particular applying enhanced PHIP. Polarization is thereby transferred from a prepared fluid, which is enriched with symmetric molecules of a particular spin state (e.g. para-hydrogen enriched), directly to the hyperpolarizable nuclei of a compound, without altering the chemical identity of the compound in this process. Spin transfer is achieved using a template having sites of ordered environment, and the fluid and the compound are brought together in the presence of the template. Polarization transfer to the hyperpolarizable nuclei of the compound is thereby easier to perform and can be applied to a broader scope of compounds.","Patent granted","US 8154284 B2","2012","Yes","This product has been licensed to Bruker BioSpin",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=544fe0ba7c3ae5.99475997&grantRef=EP%2FH029575%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H029575/1","FB7C4D2E-67A6-4339-A27E-ED802D0CF7CA","798CB33D-C79E-4578-83F2-72606407192C","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","E33E8B7A-75CF-4D5F-945B-BAD40BA3E224"
"BBSRC","BBS/E/I/00001409","Intramural","Intellectual Property","The Pirbright Institute","UNLISTED","Wilson","Anthony","http://orcid.org/0000-0002-2000-2914","Improved methods for Stomoxys colony maintenance","Development and refinement of methods for Stomoxys colony maintenance","Protection not required",,"","Yes","Effective colony maintenance methods are necessary for colony maintenance. The methods have been shared with Oxitec Ltd as part of a Collaboration agreement/MTA described elsewhere in this system.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5458e1c35ec574.41499381&grantRef=BBS%2FE%2FI%2F00001409","http://gtr.rcuk.ac.uk:80/projects?ref=BBS/E/I/00001409","DCFC6D07-9AC8-479D-B093-F9F64B38D961","2512EF1C-401B-4222-9869-A770D4C5FAC7","59EE6C94-CB2C-4AB3-9A0B-EAAF5A6550CD","20C9BCBB-10B8-4AAB-9A14-493BDDE52130"
"BBSRC","BBS/E/I/00001409","Intramural","Intellectual Property","The Pirbright Institute","UNLISTED","Wilson","Anthony","http://orcid.org/0000-0002-2000-2914","Commercial supply of Stomoxys calcitrans","Stomoxys calcitrans were supplied for insecticide testing purposes to LSHTM's arthropod control product test centre (arctec) over a period of several months and advice was provided on maintenance.","Protection not required",,"2013","No","Commercial supply for insecticide testing purposes.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=r-4430993091.7164253d6598e8&grantRef=BBS%2FE%2FI%2F00001409","http://gtr.rcuk.ac.uk:80/projects?ref=BBS/E/I/00001409","DCFC6D07-9AC8-479D-B093-F9F64B38D961","2512EF1C-401B-4222-9869-A770D4C5FAC7","59EE6C94-CB2C-4AB3-9A0B-EAAF5A6550CD","20C9BCBB-10B8-4AAB-9A14-493BDDE52130"
"MRC","G0900001","Research Grant","Intellectual Property","Newcastle University","Institute of Human Genetics","Pearce","Simon","","Residual adrenal plasticity","We have discovered that Addison's disease is heterogeneous in terms of residual steroidogenic function and that some patients retain recoverable adrenal function for up to 8 yrs after diagnosis","Protection not required",,"","No","This forms the basis of a grant application currently in review (MRC DCS scheme) and the likely basis of a second programme grant application to take the initial observations further.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=TZWMNy385T1&grantRef=G0900001","http://gtr.rcuk.ac.uk:80/projects?ref=G0900001","04D0734A-20F7-4F07-A70E-FED7EF82CC30","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","0D664919-39C4-4638-AB75-E82A428AB7F8"
"MRC","MC_PC_13037","Research Grant","Intellectual Property","University College London",,"Selwood","David","","CRYSTALLINE FORM OF VSN16","The present invention relates to a compound of formula (I) in crystalline form, wherein said compound is in the form of the free base or a pharmaceutically acceptable salt thereof, or a solvate of the free base or salt form thereof.The invention also relates to a pharmaceutical composition containing said crystalline form as an active ingredient, and use thereof in the prevention or treatment of disease. The invention further relates to a process for preparing the crystalline form.","Patent application published","WO2014111720","2014","Commercial In Confidence","Enabled phase I study conducted in the UK.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5462340f92d039.59072661&grantRef=MC_PC_13037","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_13037","258A5986-E4FD-43DF-BD75-F6E474B6D0AB","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","DE66D8E4-79EE-4AD4-AA2F-F81B7E69ECD1"
"MRC","MC_PC_13037","Research Grant","Intellectual Property","University College London",,"Selwood","David","","BENZAMIDE DERIVATIVES USEFUL IN THE TREATMENT OF MUSCULAR DISORDERSAND PAIN AND FOR CONTROLLING SPASTICITY AND TREMORS","A composition of matter patent on new analogues with activity against spasticity. These molecules may be useful new drugs for the treatment of a wide range of conditions such as MS related spasticity, fragile X and epilepsy.","Patent application published","WO2015082938(A1)","2015","No","Too early.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e01e365bf504.01877778&grantRef=MC_PC_13037","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_13037","258A5986-E4FD-43DF-BD75-F6E474B6D0AB","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","DE66D8E4-79EE-4AD4-AA2F-F81B7E69ECD1"
"EPSRC","EP/D076803/1","Research Grant","Intellectual Property","University of Cambridge","Engineering","White","Ian Hugh","","RFID TAG INTERROGATION SYSTEMS","We describe an RFID tag reading system for reading one or more RFID Tags, the system comprising an RF transmitter and an RF receiver, a plurality of transmit/receive antennas coupled to said RF transmitter and to said RF receiver, to provide spatial transmit/receive signal diversity, and a tag signal decoder coupled to at least said RF receiver, wherein said system is configured to combine received RF signals from said antennas to provide a combined received RF signal, wherein said RF receiver has said combined received RF signal as an input; wherein said antennas are spaced apart from one another sufficiently for one said antenna not to be within the near field of another said antenna, wherein said system is configured to perform a tag inventory cycle comprising a plurality of tag read rounds to read said tags, a said tag read round comprising transmission of one or more RF tag interrogation signals simultaneously from said plurality of antennas and receiving a signal from one or more of said tags, a said tag read round having a set of time slots during which a said tag is able to transmit tag data including a tag ID for reception by said antenna, and wherein said system is configured to perform, during a said tag inventory cycle, one or both of: a change in a frequency of said tag interrogation signals transmitted simultaneously from said plurality of antennas, and a change in a relative phase of a said RF tag interrogation signals transmitted from one of said antennas with respect to another of said antennas.","Patent application published","WO2011135329","2011","Yes","Formation of a spin out company to exploit the IP",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-1773948857.350227476640790&grantRef=EP%2FD076803%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/D076803/1","C606C44A-A2F8-487C-A85B-B2B915A8FB46","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2996A10D-439A-4F40-A698-2FE4F48E771F"
"MRC","G0700711","Research Grant","Intellectual Property","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","ffrench-Constant","Charles","","Licence - tech ID 928 - Keisuke Kaji","Licence - tech ID 928 - Keisuke Kaji - European Collection of Cell Cultures - Non-Exclusive","Protection not required",,"2010","No","NK",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=GTDpJyNUVtp&grantRef=G0700711","http://gtr.rcuk.ac.uk:80/projects?ref=G0700711","CD8E9B79-5DA7-4A39-8749-C3317B5EDCC7","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6E21A7D6-BE0F-45B5-9AAD-25FE1CE982B1"
